名称,所属类别,2级类别,出现时间,诞生地点,文化解读,传播范围,主要意义,经纬度
诸暨香榧,农业文化,农业经济,起源不晚于明清时期。,浙江;诸暨市,诸暨香榧作为我国农业经济中一种重要的经济作物，其种植与加工技艺承载着深厚的农耕文化底蕴。香榧以独特的香气和丰富的营养价值在传统饮食及药用领域均具有显著地位，古人因地制宜、精心培育，使其成为推动区域经济发展的重要农产品，展现了科学管理与传统智慧的完美结合。,诸暨香榧以其独特风味和地域特色，在浙江及华东地区广为传承，通过地方政府推广、农业科技成果及文化展览，该经济作物的种植与加工技术逐步在全国主要经济作物产区得到认可与传播，影响力持续扩大。,诸暨香榧作为古代经济作物的典型代表，其主要意义在于体现了地方农耕智慧与自然资源合理利用的先进理念。香榧的精细种植与加工不仅丰富了区域农业经济的种类，也推动了地方农产品的多元化经营和贸易往来，对传统农业经济的发展及后世经济作物加工技术的传承起到了不可替代的历史示范作用。,"120.27,29.71"
"""一粥一饭当思来处不易""",农业文化,古训,可以追溯到宋代或更早。,浙江;绍兴市,“一粥一饭当思来处不易”蕴含着深厚的民间智慧，告诫世人每一餐食物均凝聚着农民辛勤劳作的汗水。古人通过这一格言传承珍惜粮食、勤俭节约的传统美德，强调在享用食物时应时刻铭记劳动者的艰辛付出，从而激励后人敬重劳动、合理利用资源，维护社会的和谐稳定。,“一粥一饭当思来处不易”这一古训自古载于儒家经典和家训之中，其珍惜粮食、勤俭持家的理念在历代书籍、教育教材及大众媒体中广为传播，如今在全国各级学校和社会团体中均有引用，形成了全国范围内的普及效应。,“一粥一饭当思来处不易”这一古训，主要意义在于倡导人们珍惜每一餐食，体认粮食来之不易，从而树立起勤俭节约、尊重劳动成果的社会风尚。该训语在古代激励民众敬畏自然、勤劳耕作，对维持社会稳定、促进农业持续发展以及传承节约精神产生了深远而持久的历史影响。,"120.58,30.01"
“谁知盘中餐，粒粒皆辛苦”,农业文化,古训,起源于唐代李绅《悯农》诗中。,河南;郑州市,“谁知盘中餐，粒粒皆辛苦”以朴实无华的语言生动揭示了农民在田间劳作中的艰辛与付出，每一粒粮食都凝结着无数汗水与心血。此古训不仅唤起人们对粮食来之不易的深刻认识，而且激励世人珍惜每一口饭食，传承勤劳致富、节约资源的优良传统精神，体现出对农业劳动的崇高敬意。,“谁知盘中餐，粒粒皆辛苦”这一脍炙人口的古训，通过历代诗文、民间谚语和现代宣传活动在全国广泛传播，其所蕴含的节俭和敬重劳动精神在学校、家庭及公共文化活动中均有体现，传播范围覆盖全国各地及海外华人社会。,“谁知盘中餐，粒粒皆辛苦”这一名句的主要意义在于揭示了粮食生产过程中农民劳作的艰辛，强调每一粒粮食都凝聚着辛勤汗水。此训语在当时唤起了人们对劳动成果的崇敬与感恩，塑造了勤劳节俭的社会风气，并对后世形成尊重劳动、珍惜资源的价值观念产生了重要而长远的影响。,"113.65,34.76"
“常将有日思无日，莫待无时思有时”,农业文化,古训,起源不晚于宋代。,山东;曲阜市,“常将有日思无日，莫待无时思有时”这一古训启示人们在资源充裕之时应倍加珍惜，提前做好储备，防止日后因缺乏而陷入困境。古人以此言警醒后世，要求人们在享受丰足生活的同时，应当未雨绸缪、合理利用，弘扬勤俭节约的美德，从而保障家庭和社会的长远福祉。,“常将有日思无日，莫待无时思有时”这一古训强调未雨绸缪、珍惜粮食的重要性，其内容在古典文学、历史文献和教育读本中广为流传，通过学校教育、文化讲座和媒体宣传，在全国范围内得到普及，影响深远。,“常将有日思无日，莫待无时思有时”这一古训，其主要意义在于提醒世人应在富足之时未雨绸缪，珍惜现有资源，防患于未然。该训语不仅在当时促使民众养成节约储备的良好习惯，而且为后世树立了危机意识和理性消费的指导思想，对社会经济的持续稳健发展发挥了积极而深远的作用。,"116.98,35.59"
“取之有度，用之有节”,农业文化,古训,起源可追溯至先秦时期。,山东;曲阜市,“取之有度，用之有节”蕴含着古人对自然资源合理利用的智慧，强调在获取和使用粮食等物资时应保持适度与节制。此训告诫世人不可贪求过多，而应因需而取、因用而节，从而实现资源的可持续利用，推动农业生产和社会经济的健康发展，展现了勤俭持家与生态平衡的传统理念。,“取之有度，用之有节”这一古训反映了古人对资源合理利用与节俭美德的重视，其理念在历代家训、经典著作及现代可持续发展理念中广泛传播，通过教育、出版和公共宣传，已在全国各地得到充分推广和传承。,“取之有度，用之有节”这一格言的主要意义在于强调在获取与利用资源时必须遵循合理节制的原则，实现资源的可持续利用。此训语在古代激励人们树立科学合理的生活与生产态度，不仅对当时农业资源管理起到了规范作用，而且对后世在经济发展与环境保护之间取得平衡提供了宝贵的智慧启示。,"116.98,35.59"
“不违农时，谷不可胜食也”,农业文化,古训,起源不晚于先秦时期。,陕西;西安市,“不违农时，谷不可胜食也”这一古训揭示了顺应季节规律对于农业生产的重要性，强调只有遵循天时地利、按期耕作，方能确保粮食丰收。古代农耕社会以严守农时为生产准则，形成了科学合理的耕作体系，从而保障了民生需求，体现了人与自然和谐共生的生态智慧。,“不违农时，谷不可胜食也”这一古训阐明了遵循农时对农业生产的重要性，其思想通过古代农事文献、地方志和民间祭祀活动在全国范围内广为传承，经过现代农业科普和教育推广，已成为指导农业生产的重要文化标识。,“不违农时，谷不可胜食也”这一古代格言的主要意义在于阐释顺应天时、合理安排农事活动对于保障粮食丰收的重要作用。该训语在古时引导农民按季节变化科学耕作，促进农业生产的有序进行，并为后世形成科学种植理念和合理利用自然资源的管理模式奠定了坚实的理论基础和实践经验。,"108.95,34.27"
“顺天时，量地利，则用力少而成功多”,农业文化,古训,起源不晚于先秦时期。,陕西;西安市,“顺天时，量地利，则用力少而成功多”这句古训总结了古代农耕的核心理念，强调因地制宜、顺应自然的重要性。通过科学合理地规划生产，古人以最小的劳动投入获得最大的收获，此智慧不仅展现了对自然规律的深刻洞察，也为后世农业生产提供了宝贵的实践经验和理论指导。,“顺天时，量地利，则用力少而成功多”这一古训总结了古人顺应自然规律的智慧，其理念在历代农业文献、民间谚语和现代农业科技推广中得到广泛引用，通过教育、展览和学术交流，该智慧已在全国各农业区得到传播，影响深远。,“顺天时，量地利，则用力少而成功多”这一古训的主要意义在于揭示了因时制宜、因地制宜的农事智慧，强调在顺应自然规律的前提下可以实现事半功倍的效果。该训语在当时不仅为农业生产提供了实践指导，也对后世农业科技进步和现代管理理论的发展产生了深远影响，成为指导农业高效生产的重要思想源泉。,"108.95,34.27"
“三月昏，参星夕，杏花盛，桑叶白”,农业文化,古训,起源不晚于先秦时期。,河南;郑州市,“三月昏，参星夕，杏花盛，桑叶白”以诗意语言描绘了农耕时节大自然的变幻景致，生动反映出季节轮回与时令更替的自然规律。古人通过对自然景观的细致观察，借此表达顺应天时的重要性，既指导农业生产实践，又赋予了农耕文化以丰富的审美内涵和哲理智慧，体现了人与自然的和谐统一。,“三月昏，参星夕，杏花盛，桑叶白”这一诗意古训通过生动描绘农时特征，在历代诗词、民间传说和节气文化活动中广为传颂，经过书籍印刷、影视作品和现代媒体推广，其传播范围覆盖全国各省市及文化艺术领域。,“三月昏，参星夕，杏花盛，桑叶白”这一描述性农时语句的主要意义在于通过细致描绘自然景象，准确指引农事活动的季节更替。其直观而生动的表达方式帮助古代农民把握播种与收割的最佳时机，对古时农业生产和农时文化的形成起到了积极推动作用，同时对后世农业时令文化的传承与发展产生了深远的启示意义。,"113.65,34.76"
“洪范八政，食为政首”,农业文化,古训,起源于周代。,陕西;西安市,“洪范八政，食为政首”明确指出粮食在国家治理和社会稳定中的基础性作用，强调农业生产对维护民生安定的根本意义。古人认为只有保障粮食充足，国家才能安定繁荣，进而倡导重视农业、兴农强国，此训既反映了治国理政的智慧，也彰显了中华民族重农抑商的传统治国理念。,“洪范八政，食为政首”这一古训强调粮食生产在治国安民中的根本地位，其治国理念通过古典史籍、政论著作和国家政策宣传在全国广为流传，现已成为各级政府及学术界研讨农业与治国关系的重要思想，传播范围遍及全国。,“洪范八政，食为政首”这一治国理念中的名言，其主要意义在于强调粮食生产在国家治理与社会稳定中的基础地位。古人以此格言确立了以农为本、重视粮食安全的治国方略，不仅在当时推动了重农政策的实施，也对后世农业政策制定、农耕文化传承及国家战略布局产生了不可磨灭的深远影响。,"108.95,34.27"
“仓廪实而知礼节，衣食足而知荣辱”,农业文化,古训,起源不晚于先秦时期。,陕西;西安市,“仓廪实而知礼节，衣食足而知荣辱”深刻阐释了充足物质基础对社会风气和道德伦理的重要影响，强调只有粮仓充盈、衣食丰足，社会才能形成良好的礼仪规范和道德观念。古人以此教诲世人必须重视农业生产，勤俭节约，只有如此，才能推动社会风尚的提升与国家的长治久安。,“仓廪实而知礼节，衣食足而知荣辱”这一古训通过阐明物质充裕对社会道德的重要影响，在古代典籍、家训及现代公共文化教育中得到广泛传播，历经多次书籍出版和媒体报道，其传播范围覆盖全国各族群体和社会各阶层。,“仓廪实而知礼节，衣食足而知荣辱”这一古训蕴含着重农劝耕的核心理念，其主要意义在于强调农业丰收与社会道德规范之间的内在联系。古人通过此训语告诫统治者和百姓，只有国家粮仓充盈、民众衣食无忧，才能确保礼仪制度的健全和社会风气的端正，从而为治国安邦奠定坚实的物质基础，对后世重视农业与珍惜粮食精神的传承产生了深远而持久的影响。,"108.95,34.27"
“农为政本，食乃民天”,农业文化,古训,起源不晚于先秦时期。,陕西;西安市,“农为政本，食乃民天”这一古训深刻阐明了农业在治国理政中的基础地位，强调粮食乃民生之本、国家安定之源。古人以此告诫统治者，必须重视农业生产和粮食供给，只有依托坚实的农耕基础，才能确保百姓衣食无忧、国家政通人和，从根本上推动社会经济的长远发展与繁荣昌盛。,“农为政本，食乃民天”这一古训明确指出农业和粮食在国家治理中的基础作用，其理念在儒家经典、历代政论和现代农业政策宣传中广泛传颂，通过各级教育体系和媒体推广，在全国范围内得到普及和推广。,“农为政本，食乃民天”这一古训充分揭示了农业在国家治理和社会稳定中的基础性地位，其主要意义在于倡导以农业为根本、以粮食为民生保障的治国理念。古代社会借此训语确立了重视农事生产、加强粮食储备的政策导向，不仅稳定了当时的社会经济秩序，而且为后世制定以农业为本的治国策略和推动农业科技进步提供了宝贵的理论依据和实践经验。,"108.95,34.27"
“先知稼穑之艰难，乃逸”,农业文化,古训,起源不晚于先秦时期。,陕西;西安市,“先知稼穑之艰难，乃逸”通过强调先了解农事劳作的艰辛，才能在享用丰收成果时倍加珍惜粮食，此训启示人们在享福之前应深知农业劳动的不易。只有亲身体会耕作过程中的汗水与艰苦，才能培养出勤俭节约、尊重劳动的高尚情操，进而推动全社会形成崇尚劳动、敬重农耕的良好风尚。,“先知稼穑之艰难，乃逸”这一古训通过提醒人们在享福前应了解农耕艰辛，其思想在古典文学、家训及民间谚语中广为流传，经过学校教育、文化讲座和社会宣传，现已在全国各地深入人心，形成广泛的传播效应。,“先知稼穑之艰难，乃逸”这一训语旨在使人们深刻体认农耕生产的艰辛，其主要意义在于激励统治者与民众珍惜粮食、勤劳耕作，树立正确的劳动观和节约意识。古代通过此训语强化了社会对农耕劳作价值的认知，促使人们克服懒惰，积极投入农业生产，对后世形成勤俭节约、尊重劳动成果的文化传统产生了深远而长久的影响。,"108.95,34.27"
“力田者，寿；惰农者，夭”,农业文化,古训,起源不晚于先秦时期。,陕西;西安市,“力田者，寿；惰农者，夭”生动地揭示了勤劳耕作与健康长寿之间的内在联系，古人以此警示世人，只有辛勤劳作、勤俭持家，才能保持身体健康、延年益寿，而懒惰怠工则易使身心俱损、生命短暂。此训充分体现了重农劝耕思想中对劳动美德的推崇以及对农业生产对个人健康与社会稳定重要性的科学认识。,“力田者，寿；惰农者，夭”这一古训自古载于儒家经典及历代家训之中，通过《礼记》《论语》及各类农业文献的记载，在全国范围内均有传播，其理念在各级中小学教育、农耕文化讲座、家风传承以及各地农业研究中被广泛引用和讨论，形成了深远的社会影响。,“力田者，寿；惰农者，夭”这一古训以生动的语言揭示了劳动与健康、长寿之间的正相关关系，其主要意义在于弘扬勤劳致富的农业美德，鼓励民众通过辛勤耕作实现个人与社会的共同繁荣。此训语在古代不仅激励农民积极参与农业生产，而且在社会道德构建中树立了勤劳尊重劳动的价值观，对后世农业文明的传承与人文精神的弘扬起到了不可忽视的推动作用。,"108.95,34.27"
“敬时爱日，非老不休，非疾不息”,农业文化,古训,起源不晚于先秦时期。,陕西;西安市,“敬时爱日，非老不休，非疾不息”这一古训强调了时间与日子的宝贵，要求人们在日常生活与耕作中应保持持续不懈的勤奋态度，不因年老体衰或小疾暂歇而懈怠工作，只有这样才能确保农业生产的持续发展与家庭生计的不断改善，体现出古代农耕文化中勤劳与坚韧的精神风貌。,“敬时爱日，非老不休，非疾不息”这一古训通过古籍、家训和文人笔记在全国各地得到普及，其内容不仅收录于历代文集和教育教材中，还通过现代媒体、学术讲座及文化宣传活动广泛传播，形成了在城乡基层、学校及政府宣传中均有覆盖的深远影响。,“敬时爱日，非老不休，非疾不息”这一训语倡导人们在耕作过程中必须尊重时令、珍惜每一日光阴，其主要意义在于塑造出一种勤劳节俭、持续奋斗的劳动伦理观。古代社会通过此训语激励农民在面对自然变化与生活困境时依然保持奋斗精神，不仅确保了农业生产的连续性与高效性，而且在文化传统中形成了热爱劳动、勤勉向上的社会风气，对后世激励人们奋斗终身产生了深远而积极的影响。,"108.95,34.27"
“草木荣华滋硕之时，则斧斤不入山林”,农业文化,古训,起源不晚于先秦时期。,陕西;西安市,“草木荣华滋硕之时，则斧斤不入山林”揭示了古人对生态平衡和自然资源可持续利用的深刻认识，主张在植被茂盛、生态环境良好的时期，应避免过度采伐和破坏，保持山林自然状态，从而实现人与自然的和谐共处，体现了古代生态智慧中尊重自然规律、崇尚天人合一的高远理念。,“草木荣华滋硕之时，则斧斤不入山林”这一古训反映了古人对生态环境保护的智慧，其思想通过历代环保著作、古籍文献以及现代生态文明建设宣传在全国各级政府、学术机构和环保媒体中得到广泛传播，影响力已扩展到各个生态保护区及社会大众。,“草木荣华滋硕之时，则斧斤不入山林”这一古训蕴含了珍视自然资源与生态保护的智慧，其主要意义在于强调在自然界丰茂生长之际应节制采伐，维护森林生态平衡。古人通过此训语体现了对自然环境的深刻敬畏和合理利用资源的远见卓识，不仅在当时为保护山林、促进资源可持续利用提供了理论依据，而且对后世生态环境保护理念及自然资源管理模式的发展产生了长远而积极的影响。,"108.95,34.27"
“畋不掩群，不取麛夭”,农业文化,古训,起源不晚于先秦时期。,陕西;西安市,“畋不掩群，不取麛夭”这一古训倡导狩猎时应适度节制，强调在捕猎过程中不应滥捕滥杀，不应捕取幼小未成的动物，以保证野生动物种群的健康繁衍和生态系统的稳定平衡，反映了古代人对自然生态资源珍惜保护的深切关怀和可持续利用的科学智慧。,“畋不掩群，不取麛夭”这一古训主要见于古代狩猎伦理和生态伦理相关文献中，经过历代文人和现代学者的整理研究，其内容通过各级文化部门、环保讲座、书籍出版和媒体报道，在全国范围内得到广泛传播，形成了保护野生动物和合理利用自然资源的社会共识。,“畋不掩群，不取麛夭”这一训语主张在狩猎过程中应遵循节制原则，保护野生动物群体和生物多样性，其主要意义在于体现古代生态智慧和人与自然和谐共处的理念。古代社会借此训语警示世人不可因贪欲而破坏自然生态系统，不仅维护了生物资源的合理利用和生态平衡，而且为后世树立起尊重自然、节制开采的环保观念，对现代生态文明建设产生了重要的历史启迪。,"108.95,34.27"
“地虽瘠薄，常加粪灰，皆可化为良田”,农业文化,古训,起源不晚于先秦时期。,陕西;西安市,“地虽瘠薄，常加粪灰，皆可化为良田”充分体现了古人对农业改良技术的智慧，认为即使土地本质贫瘠，只要勤于施肥耕作、科学管理，均能转变为肥沃良田，保障粮食生产的稳定与增长，展示了人定胜天、改造自然的积极进取精神和古代农耕文化中的实践智慧。,“地虽瘠薄，常加粪灰，皆可化为良田”这一古训记录在历代农业著作和家训中，其科学改良土壤、推动农业发展的理念在全国各地通过农业科技推广、农民培训、乡村振兴政策及文化刊物中广泛传播，为广大农村地区提供了宝贵的生产经验和理论指导。,“地虽瘠薄，常加粪灰，皆可化为良田”这一古训阐述了即使土地贫瘠，只要勤于改良，也能转化为优质农田的理念，其主要意义在于体现了古人因地制宜、科学施肥的实践智慧。此训语在古代激发了农民改善土壤、发展农业的热情，不仅推动了农业技术的革新和土地利用效率的提高，而且对后世农业生态建设、土壤改良技术的推广与普及产生了深远而积极的影响。,"108.95,34.27"
“耕读之家，谨朴者能延五六代”,农业文化,古训,起源不晚于先秦时期。,江苏;苏州市,“耕读之家，谨朴者能延五六代”说明了家庭若能兼顾耕作与读书，并以勤俭朴实的生活态度传承家风，便能实现家族的长久延续和兴旺发达。此古训不仅弘扬了勤俭持家和注重教育的传统美德，也昭示了文化传承与农耕智慧相辅相成的重要作用，成为历代家风的重要准则。,“耕读之家，谨朴者能延五六代”这一古训源自儒家家训和古典文化典籍，其关于家庭耕作与读书并重的理念在全国范围内通过历史文献、家风传承书籍、教育教材和文化研讨会得到广泛传播，成为城乡家庭和学校中共同传颂的重要精神财富。,“耕读之家，谨朴者能延五六代”这一训语强调家族中应兼顾耕作与读书，只有勤俭持家、德才兼备者才能实现家族长久延续，其主要意义在于传递出农业与文化并重的家庭教育理念。古代社会通过此训语倡导务农同时注重文教，既保障了物质生活，又培养了精神文明，对后世家风建设和社会文化传承产生了深远而持久的影响，成为世代相传的重要治家准则。,"120.58,31.30"
“几百年人家无非积善，第一等好事只是读书”,农业文化,古训,起源不晚于明清时期。,浙江;绍兴市,“几百年人家无非积善，第一等好事只是读书”揭示了家族长久延续的根本在于不断积累道德善行和重视读书学习，古人认为持之以恒的读书不仅能陶冶情操、启迪智慧，更是家庭兴旺和家族传承的基石，体现了以德治家、文教兴家的理念，树立了崇高的文化典范和传家智慧。,“几百年人家无非积善，第一等好事只是读书”这一古训载于多部儒家典籍和家训文献中，其倡导的以读书积善、以文养家的理念在全国各级教育机构、家庭传承、文化讲座和媒体宣传中广泛传播，深受社会各界推崇，并成为传统美德教育的重要内容。,“几百年人家无非积善，第一等好事只是读书”这一古训强调以读书修身为家族长治久安之本，其主要意义在于倡导家族应以文化积累和道德修养为先导，推动社会风气的不断进步。古代人借此训语树立了重视知识、崇尚文化的价值观，不仅促进了文教事业的发展和家族文化的传承，而且对后世树立以德治家、以文兴家的理念产生了不可磨灭的深远影响。,"120.58,30.01"
